"id";"title";"region";"region_id";"district";"population";"founded";"created_at";"updated_at"
"598";"Дзержинск";"Нижегородская область";"52";"Приволжский";"240762";"1606";"17/11/2022 16:54:18";"17/11/2022 16:54:18"
"599";"Заволжье";"Нижегородская область";"52";"Приволжский";"40265";"1950";"17/11/2022 16:54:18";"17/11/2022 16:54:18"
"600";"Княгинино";"Нижегородская область";"52";"Приволжский";"6708";"1569";"17/11/2022 16:54:18";"17/11/2022 16:54:18"
"601";"Кстово";"Нижегородская область";"52";"Приволжский";"66641";"15 век";"17/11/2022 16:54:18";"17/11/2022 16:54:18"
"602";"Кулебаки";"Нижегородская область";"52";"Приволжский";"35762";"1677-1678";"17/11/2022 16:54:19";"17/11/2022 16:54:19"
"603";"Лукоянов";"Нижегородская область";"52";"Приволжский";"14949";"16 век";"17/11/2022 16:54:19";"17/11/2022 16:54:19"
"604";"Лысково";"Нижегородская область";"52";"Приволжский";"21882";"1410";"17/11/2022 16:54:19";"17/11/2022 16:54:19"
"605";"Навашино";"Нижегородская область";"52";"Приволжский";"16413";"1957";"17/11/2022 16:54:19";"17/11/2022 16:54:19"
"606";"Нижний Новгород";"Нижегородская область";"52";"Приволжский";"1250615";"1221";"17/11/2022 16:54:19";"17/11/2022 16:54:19"
"607";"Павлово";"Нижегородская область";"52";"Приволжский";"60699";"1566";"17/11/2022 16:54:20";"17/11/2022 16:54:20"
"608";"Первомайск";"Нижегородская область";"52";"Приволжский";"14567";"19 век";"17/11/2022 16:54:20";"17/11/2022 16:54:20"
"609";"Перевоз";"Нижегородская область";"52";"Приволжский";"9201";"16 век";"17/11/2022 16:54:20";"17/11/2022 16:54:20"
"610";"Саров";"Нижегородская область";"52";"Приволжский";"92073";"1691";"17/11/2022 16:54:20";"17/11/2022 16:54:20"
"611";"Семёнов";"Нижегородская область";"52";"Приволжский";"24472";"1644";"17/11/2022 16:54:21";"17/11/2022 16:54:21"
"612";"Сергач";"Нижегородская область";"52";"Приволжский";"21387";"1649";"17/11/2022 16:54:21";"17/11/2022 16:54:21"
"613";"Урень";"Нижегородская область";"52";"Приволжский";"12311";"1719";"17/11/2022 16:54:21";"17/11/2022 16:54:21"
"614";"Чкаловск";"Нижегородская область";"52";"Приволжский";"12371";"12 век";"17/11/2022 16:54:21";"17/11/2022 16:54:21"
"615";"Шахунья";"Нижегородская область";"52";"Приволжский";"21337";"1921";"17/11/2022 16:54:21";"17/11/2022 16:54:21"
"616";"Боровичи";"Новгородская область";"53";"Северо-Западный";"54731";"15 век";"17/11/2022 16:54:22";"17/11/2022 16:54:22"
"617";"Валдай";"Новгородская область";"53";"Северо-Западный";"16099";"15 век";"17/11/2022 16:54:22";"17/11/2022 16:54:22"
"618";"Великий Новгород";"Новгородская область";"53";"Северо-Западный";"218724";"8—9 века";"17/11/2022 16:54:22";"17/11/2022 16:54:22"
"619";"Малая Вишера";"Новгородская область";"53";"Северо-Западный";"12461";"1843";"17/11/2022 16:54:22";"17/11/2022 16:54:22"
"620";"Окуловка";"Новгородская область";"53";"Северо-Западный";"12464";"1851";"17/11/2022 16:54:23";"17/11/2022 16:54:23"
"621";"Пестово";"Новгородская область";"53";"Северо-Западный";"15911";"1918";"17/11/2022 16:54:23";"17/11/2022 16:54:23"
"622";"Сольцы";"Новгородская область";"53";"Северо-Западный";"10317";"1390";"17/11/2022 16:54:23";"17/11/2022 16:54:23"
"623";"Старая Русса";"Новгородская область";"53";"Северо-Западный";"32235";"1167";"17/11/2022 16:54:23";"17/11/2022 16:54:23"
"624";"Холм";"Новгородская область";"53";"Северо-Западный";"3829";"1144";"17/11/2022 16:54:23";"17/11/2022 16:54:23"
"625";"Чудово";"Новгородская область";"53";"Северо-Западный";"16148";"16 век";"17/11/2022 16:54:24";"17/11/2022 16:54:24"
"626";"Барабинск";"Новосибирская область";"54";"Сибирский";"30250";"1893";"17/11/2022 16:54:24";"17/11/2022 16:54:24"
"627";"Бердск";"Новосибирская область";"54";"Сибирский";"98809";"1944";"17/11/2022 16:54:24";"17/11/2022 16:54:24"
"628";"Болотное";"Новосибирская область";"54";"Сибирский";"16969";"1805";"17/11/2022 16:54:24";"17/11/2022 16:54:24"
"629";"Искитим";"Новосибирская область";"54";"Сибирский";"60072";"1717";"17/11/2022 16:54:24";"17/11/2022 16:54:24"
"630";"Карасук";"Новосибирская область";"54";"Сибирский";"28929";"1912";"17/11/2022 16:54:25";"17/11/2022 16:54:25"
"631";"Каргат";"Новосибирская область";"54";"Сибирский";"10620";"18 век";"17/11/2022 16:54:25";"17/11/2022 16:54:25"
"632";"Куйбышев";"Новосибирская область";"54";"Сибирский";"47278";"1722";"17/11/2022 16:54:25";"17/11/2022 16:54:25"
"633";"Купино";"Новосибирская область";"54";"Сибирский";"15448";"1886";"17/11/2022 16:54:25";"17/11/2022 16:54:25"
"634";"Новосибирск";"Новосибирская область";"54";"Сибирский";"1498921";"1893";"17/11/2022 16:54:26";"17/11/2022 16:54:26"
"635";"Обь";"Новосибирская область";"54";"Сибирский";"26137";"1934";"17/11/2022 16:54:26";"17/11/2022 16:54:26"
"636";"Татарск";"Новосибирская область";"54";"Сибирский";"26114";"1894";"17/11/2022 16:54:26";"17/11/2022 16:54:26"
"637";"Тогучин";"Новосибирская область";"54";"Сибирский";"21531";"1867";"17/11/2022 16:54:26";"17/11/2022 16:54:26"
"638";"Черепаново";"Новосибирская область";"54";"Сибирский";"19346";"1912";"17/11/2022 16:54:26";"17/11/2022 16:54:26"
"639";"Чулым";"Новосибирская область";"54";"Сибирский";"11964";"1762";"17/11/2022 16:54:27";"17/11/2022 16:54:27"
"640";"Исилькуль";"Омская область";"55";"Сибирский";"25905";"1895";"17/11/2022 16:54:27";"17/11/2022 16:54:27"
"641";"Калачинск";"Омская область";"55";"Сибирский";"24000";"1952";"17/11/2022 16:54:27";"17/11/2022 16:54:27"
"642";"Называевск";"Омская область";"55";"Сибирский";"12119";"1910";"17/11/2022 16:54:27";"17/11/2022 16:54:27"
"643";"Омск";"Омская область";"55";"Сибирский";"1154000";"1716";"17/11/2022 16:54:28";"17/11/2022 16:54:28"
"644";"Тара";"Омская область";"55";"Сибирский";"26664";"1594";"17/11/2022 16:54:28";"17/11/2022 16:54:28"
"645";"Тюкалинск";"Омская область";"55";"Сибирский";"12050";"1759";"17/11/2022 16:54:28";"17/11/2022 16:54:28"
"646";"Абдулино";"Оренбургская область";"56";"Приволжский";"20663";"1795";"17/11/2022 16:54:28";"17/11/2022 16:54:28"
"647";"Бугуруслан";"Оренбургская область";"56";"Приволжский";"52249";"1748";"17/11/2022 16:54:28";"17/11/2022 16:54:28"
"648";"Бузулук";"Оренбургская область";"56";"Приволжский";"82816";"1736";"17/11/2022 16:54:29";"17/11/2022 16:54:29"
"649";"Гай";"Оренбургская область";"56";"Приволжский";"38302";"1959";"17/11/2022 16:54:29";"17/11/2022 16:54:29"
"650";"Кувандык";"Оренбургская область";"56";"Приволжский";"26176";"19 век";"17/11/2022 16:54:29";"17/11/2022 16:54:29"
"651";"Медногорск";"Оренбургская область";"56";"Приволжский";"27253";"1933";"17/11/2022 16:54:29";"17/11/2022 16:54:29"
"652";"Новотроицк";"Оренбургская область";"56";"Приволжский";"97914";"1920";"17/11/2022 16:54:29";"17/11/2022 16:54:29"
"653";"Оренбург";"Оренбургская область";"56";"Приволжский";"570329";"1743";"17/11/2022 16:54:30";"17/11/2022 16:54:30"
"654";"Орск";"Оренбургская область";"56";"Приволжский";"238006";"1735";"17/11/2022 16:54:30";"17/11/2022 16:54:30"
"655";"Соль-Илецк";"Оренбургская область";"56";"Приволжский";"26308";"1754";"17/11/2022 16:54:30";"17/11/2022 16:54:30"
"656";"Сорочинск";"Оренбургская область";"56";"Приволжский";"30136";"1737";"17/11/2022 16:54:30";"17/11/2022 16:54:30"
"657";"Ясный";"Оренбургская область";"56";"Приволжский";"16082";"1961";"17/11/2022 16:54:31";"17/11/2022 16:54:31"
"658";"Болхов";"Орловская область";"57";"Центральный";"11421";"1196";"17/11/2022 16:54:31";"17/11/2022 16:54:31"
"659";"Дмитровск";"Орловская область";"57";"Центральный";"5956";"1711";"17/11/2022 16:54:31";"17/11/2022 16:54:31"
"660";"Ливны";"Орловская область";"57";"Центральный";"50430";"1586";"17/11/2022 16:54:31";"17/11/2022 16:54:31"
"661";"Малоархангельск";"Орловская область";"57";"Центральный";"3872";"17 век";"17/11/2022 16:54:31";"17/11/2022 16:54:31"
"662";"Мценск";"Орловская область";"57";"Центральный";"43216";"1146";"17/11/2022 16:54:32";"17/11/2022 16:54:32"
"663";"Новосиль";"Орловская область";"57";"Центральный";"3799";"1155";"17/11/2022 16:54:32";"17/11/2022 16:54:32"
"664";"Орёл";"Орловская область";"57";"Центральный";"317854";"1566";"17/11/2022 16:54:32";"17/11/2022 16:54:32"
"665";"Белинский";"Пензенская область";"58";"Приволжский";"8567";"1708";"17/11/2022 16:54:32";"17/11/2022 16:54:32"
"666";"Городище";"Пензенская область";"58";"Приволжский";"8102";"1681";"17/11/2022 16:54:33";"17/11/2022 16:54:33"
"667";"Заречный";"Пензенская область";"58";"Приволжский";"63579";"1958";"17/11/2022 16:54:33";"17/11/2022 16:54:33"
"668";"Каменка";"Пензенская область";"58";"Приволжский";"39579";"18 век";"17/11/2022 16:54:33";"17/11/2022 16:54:33"
"669";"Кузнецк";"Пензенская область";"58";"Приволжский";"88886";"1699";"17/11/2022 16:54:33";"17/11/2022 16:54:33"
"670";"Нижний Ломов";"Пензенская область";"58";"Приволжский";"22678";"1636";"17/11/2022 16:54:33";"17/11/2022 16:54:33"
"671";"Никольск";"Пензенская область";"58";"Приволжский";"22471";"1761";"17/11/2022 16:54:34";"17/11/2022 16:54:34"
"672";"Пенза";"Пензенская область";"58";"Приволжский";"519592";"1663";"17/11/2022 16:54:34";"17/11/2022 16:54:34"
"673";"Сердобск";"Пензенская область";"58";"Приволжский";"35393";"1698";"17/11/2022 16:54:34";"17/11/2022 16:54:34"
"674";"Спасск";"Пензенская область";"58";"Приволжский";"7442";"17 век";"17/11/2022 16:54:34";"17/11/2022 16:54:34"
